frame,id,real_world_x,real_world_y,width,real_width
28,1,-17.839973341587452,6.22605819140053,67.19976425170898,1.4858076100909208
29,1,-17.397630341299458,6.143853744885817,89.07975769042969,1.8974637242142678
30,1,-17.28160422811852,6.226604808445891,117.1805191040039,2.376588723062609
31,1,-17.26966584931994,6.364655215332689,140.11441040039062,2.7853148714191267
32,1,-17.257274342446323,6.53014318108569,164.27915954589844,3.2115680103033424
33,1,-17.12204800158403,6.627377422934896,192.229248046875,3.753592799589361
34,1,-16.96055892652357,6.695642408840493,216.44000244140625,4.192381041889579
35,1,-16.784133975236312,6.785162457877404,244.36207580566406,4.643494631032478
36,1,-16.88416508769379,7.021867179972922,268.46619415283203,5.085715503585977
37,1,-15.780477624887839,6.625833976312751,287.3206329345703,5.427138892743592
38,1,-14.863109721794663,6.425114090522099,298.4588928222656,5.646437589623129
39,1,-14.11422543521872,6.3563862640078135,298.8673095703125,5.669483799972502
40,1,-13.397304765725572,6.3368489510362185,296.44532775878906,5.599278510160264
41,1,-12.676808610443945,6.298131865379507,292.9747009277344,5.498015077291763
42,1,-12.070801221904427,6.36962769515544,283.39178466796875,5.3485567983570075
43,1,-11.303712662991893,6.322115499282697,278.96862030029297,5.2493634345298315
44,1,-10.63433411996058,6.313415350918711,274.9010238647461,5.177456777599663
45,1,-9.946956270095127,6.315567847883362,267.04380798339844,5.037795982824334
46,1,-9.203122912937024,6.243402897044662,261.60875701904297,4.87850523566487
47,1,-8.497208561657464,6.222389628679993,257.2672576904297,4.782508013882035
48,1,-7.813561871518924,6.184682475173156,253.39910888671875,4.6814696999005525
49,1,-7.198886047836946,6.218523705700121,251.7404022216797,4.646864598640783
50,1,-6.54100119484482,6.2377874000016424,245.01333618164062,4.526344283057546
51,1,-5.889432127810361,6.252352647242089,242.31207275390625,4.453179687954346
52,1,-5.273958436808711,6.305298042568512,237.23876953125,4.356958839842558
53,1,-4.602244038470325,6.253313053978227,233.2657928466797,4.260631139724347
54,1,-3.977698906944321,6.281641822436608,231.76583862304688,4.230023773998277
55,1,-3.3126511599443016,6.3374648700060225,227.2038116455078,4.148271746700581
56,1,-2.638681538786574,6.286257039586882,227.51715087890625,4.105095044101229
57,1,-1.9615467171972656,6.2730434564234105,221.65914916992188,3.985247295456338
58,1,-1.2664908944492916,6.2332480693589805,221.499755859375,3.9540467567299
59,1,-0.6063649674016321,6.304563297465675,219.47987365722656,3.9107768015421054
60,1,0.06457269113791793,6.377836908284853,216.76327514648438,3.8626247716980098
61,1,0.6889230118759959,6.33540375324941,215.79766845703125,3.8270076401086683
62,1,1.3471534510542729,6.365566412467606,213.49118041992188,3.78203228982532
63,1,2.0255131896989,6.341843583964552,214.69326782226562,3.7797051148011858
64,1,2.683977708750197,6.340625179059282,215.1881103515625,3.758855794798135
65,1,3.3598191850054553,6.345674646005369,217.40771484375,3.764662910613526
66,1,4.010078423291205,6.314235288016536,218.26840209960938,3.7467357174434834
67,1,4.644741685990509,6.2693565024281,218.61483764648438,3.7201977632714818
68,1,5.283067705766639,6.259802144855709,218.75949096679688,3.7138938153696643
69,1,5.952432216220061,6.220716731786558,218.82650756835938,3.7130063516800056
70,1,6.580954830503054,6.216020353392101,220.84835815429688,3.7276063435513604
71,1,7.216448941938596,6.221489669658273,221.62307739257812,3.7362182410922222
72,1,7.834753152155364,6.23304574368043,223.89715576171875,3.7534903805056086
73,1,8.498575037480325,6.285962199639429,224.73724365234375,3.7628422647106388
74,1,9.103032159693278,6.276710493729609,227.00436401367188,3.779981313624729
75,1,9.676310204854504,6.241627462427286,229.81594848632812,3.822466819538062
76,1,10.307721368544769,6.277402906711504,232.83599853515625,3.8748395682313466
77,1,10.951830490049048,6.298880452116299,233.9542236328125,3.87272728405605
78,1,11.623452249321085,6.35757513165049,236.3104248046875,3.907769635757172
79,1,12.220231575103686,6.347575655735093,239.14297485351562,3.932208733036758
80,1,12.87882461081588,6.393440687499975,242.13592529296875,3.976205194028839
81,1,13.446406473729212,6.380463076839683,247.16107177734375,4.036736061513617
82,1,14.035262580417506,6.339745148082131,247.07638549804688,4.003437068329183
83,1,14.694286718673496,6.421338298603035,250.88644409179688,4.084602553340419
84,1,15.380516803278384,6.458843903041259,250.32147216796875,4.058853910503006
85,1,15.972534154083917,6.487947158580289,257.89892578125,4.182256235489087
86,1,16.67881500196399,6.548478057782577,260.71270751953125,4.229538020505633
87,1,17.186923291445925,6.4974442191788135,261.7160339355469,4.19992113181987
88,1,17.802996242482326,6.5335124226974814,263.9696960449219,4.224239960707258
89,1,18.289243856985266,6.473629001794067,266.709228515625,4.241504346235451
90,1,18.97866587341029,6.548284863680854,269.63873291015625,4.283143813646248
91,1,19.422110771849223,6.557314639131728,258.92724609375,4.098513677268168
92,1,20.171999727588585,6.755313288889862,250.6417236328125,3.9956947606284006
93,1,20.712049593610118,6.858706885355776,233.48291015625,3.721859145895967
95,1,21.844023449247974,7.226583284168653,188.1427001953125,3.029133793982894
96,1,21.77856535816918,7.083614592084933,163.0535888671875,2.6254295525708753
97,1,21.903983994145047,7.01454292849813,142.0433349609375,2.2812384446011675
98,1,22.340956261912552,7.1176377992713755,127.08453369140625,2.0717935643811862
99,1,22.70530208297685,7.132216508916811,105.185302734375,1.7184028283263444
100,1,23.24401301785742,7.26996657121666,85.49322509765625,1.4294052830186674
